school_name,url_address,address,postal_code,telephone_no,telephone_no_2,fax_no,fax_no_2,email_address,mrt_desc,bus_desc,principal_name,first_vp_name,second_vp_name,third_vp_name,fourth_vp_name,fifth_vp_name,sixth_vp_name,dgp_code,zone_code,type_code,nature_code,session_code,mainlevel_code,sap_ind,autonomous_ind,gifted_ind,ip_ind,mothertongue1_code,mothertongue2_code,mothertongue3_code
NORTHLAND PRIMARY SCHOOL,http://www.northlandpri.moe.edu.sg,15 YISHUN AVENUE 4   ,769026,67598884,na,67559196,na,NORTHLAND_PS@MOE.EDU.SG,Yishun MRT Station,812 (next to bus service number 171) at Yishun Interchange,MR JAY WESTLY MAHARDALE,MR CHONG CHOONG HIAN,MISS LEE QUEE CHOO GINA,na,na,na,na,YISHUN,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL
NORTHLAND SECONDARY SCHOOL,http://www.northlandsec.moe.edu.sg,3 YISHUN STREET 22   ,768578,62576781,na,62573634,na,NORTHLAND_SS@MOE.EDU.SG,YISHUN MRT,"811, 804, 800",MR LIM KOK HWA,MR PETERSON JOSEPH STANLEY,MR LOW CHEE WAI,MR CHEEN HSIEN HONG,na,na,na,YISHUN,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY (S1-S5),No,No,No,No,CHINESE,MALAY,TAMIL
NORTHLIGHT SCHOOL,https://www.nls.edu.sg,151 Towner Road   ,327830,69296290,na,62912423,na,nls@moe.edu.sg,BOON KENG (NE9),"21, 125, 130, 139, 145, 13, 23, 31, 64, 65, 133, 147, 857, 985",MADAM SUNG MEE HAR,MR GAN KOK SOON SIMON,MR HSU YU CHIH TOMMY,na,na,na,na,KALLANG,SOUTH,SPECIALISED SCHOOL,CO-ED SCHOOL,FULL DAY,SECONDARY (S1-S4),No,No,No,No,CHINESE,MALAY,TAMIL
NORTHOAKS PRIMARY SCHOOL,http://www.northoakspri.moe.edu.sg,61 Sembawang Drive   ,757622,6753 8835,na,6753 8864,na,northoaks_ps@moe.edu.sg,Sembawang MRT,Bus number 962,"MR CHER TECK YIANG, LUKE MELVIN",MADAM KOMATHI D/O GOVINDASAMY,MR OW EU GENE JOHN,na,na,na,na,SEMBAWANG,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL
NORTHSHORE PRIMARY SCHOOL,https://northshorepri.moe.edu.sg/,30 Northshore Drive   ,828671,62026490,na,62026491,na,northhshore_ps@moe.edu.sg,Puggol Point LRT Station,"84, 384",MADAM LEE YEN PING CHRISTINE,MADAM GAN SER MIN,MADAM ONG YIN PENG,na,na,na,na,PUNGGOL,EAST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL
NUS HIGH SCHOOL OF MATHEMATICS AND SCIENCE,www.nushigh.edu.sg,20 Clementi Avenue 1   ,129957,65161709,na,67756910,na,einstein@highsch.nus.edu.sg,Nearest MRT Stations - Clementi and Dover,"96, 97, 151, 183, 188, 189, 196, 197, 198",MADAM SOH LAI LENG MAGDALEN,MR GOH HOCK LEONG,"MS KHOO LEE YONG, SHARON",MRS LAI SOO HONG,na,na,na,CLEMENTI,WEST,SPECIALISED INDEPENDENT SCHOOL,CO-ED SCHOOL,FULL DAY,MIXED LEVEL (S1-JC2),No,No,Yes,Yes,CHINESE,MALAY,TAMIL
OASIS PRIMARY SCHOOL,http://www.oasispri.moe.edu.sg/,71 Edgefield Plains   ,828716,6320 9855,na,6320 9856,na,oasis_ps@moe.edu.sg,Damai LRT Station,"50, 386",MR POH LEONG KIAT DANNY,MADAM HO JUN- LYNN,MR MOHAMED IMRAN B MOHAMED IHSAN,MISS CHUA MAY CHING,na,na,na,PUNGGOL,EAST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL
OPERA ESTATE PRIMARY SCHOOL,http://www.operaestatepri.moe.edu.sg,48 FIDELIO STREET   ,458436,62410417,na,64493042,na,OEPS@MOE.EDU.SG,"Bedok, Kembangan",42,MADAM HOO WAI LING,MR KENNY RAPHAEL REYES,MR RAYMOND TAY KOON MING,MR GOH LENG SENG,na,na,na,BEDOK,EAST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL
ORCHID PARK SECONDARY SCHOOL,http://www.orchidparksec.moe.edu.sg,10 YISHUN STREET 81   ,768454,67598547,na,67588770,na,OPSS@MOE.EDU.SG,KHATIB MRT,811,MR CHUNG KWOK LEONG DANIEL,MADAM TEO MEI LIN YVONNE,MR NG KOK WING,na,na,na,na,YISHUN,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY (S1-S5),No,No,No,No,CHINESE,MALAY,TAMIL
OUTRAM SECONDARY SCHOOL,http://www.outramsec.moe.edu.sg,3 YORK HILL   ,168622,67334077,na,62352337,na,OSS@MOE.EDU.SG,"OUTRAM PARK MRT, CHINATOWN MRT","174 , 123, 16, 175, 195, 33, 5, 63, 75, 851, 970, 123, 186, 51, 64",MR TAN KOK HONG,MISS TAN YEE LIN ELAINE,na,na,na,na,na,CENTRAL,SOUTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY (S1-S5),No,No,No,No,CHINESE,MALAY,TAMIL
PALM VIEW PRIMARY SCHOOL,http://www.palmviewpri.moe.edu.sg,150 Compassvale Bow   ,544822,65087300,na,68754150,na,palmview_ps@moe.edu.sg,Buangkok,"27,43,109,156,159,161,163,163M,550",MRS MING KUM,MR ANG WEI TECK,MISS KHAIRIAH BTE HAIROMAN,MISS CHUA CHEW HIANG,na,na,na,SENG KANG,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL
PARK VIEW PRIMARY SCHOOL,http://www.parkviewpri.moe.edu.sg,60 PASIR RIS DRIVE 1   ,519524,65851421,na,65851401,na,PVPS@MOE.EDU.SG,Pasir Ris MRT Station,"358,39,53,81,89",MISS LIE SUYIN JAMIE,MADAM HO FUI FONG,MADAM LIM CHIU EE,na,na,na,na,PASIR RIS,EAST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL
PASIR RIS CREST SECONDARY SCHOOL,http://www.prcss.moe.edu.sg,11 PASIR RIS STREET 41   ,518934,65811655,na,65813226,na,PRCSS@MOE.EDU.SG,PASIR RIS MRT,"358, 17, 81, 12, 3",MRS KOH CAIYU,MR HANSEL LIN DAOYANG,MR LEE SENG LEE,na,na,na,na,PASIR RIS,EAST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY (S1-S5),No,No,No,No,CHINESE,MALAY,TAMIL
PASIR RIS PRIMARY SCHOOL,http://www.pasirrispri.moe.edu.sg,5 PASIR RIS STREET 21   ,518968,65822606,na,65828492,na,PRPS@MOE.EDU.SG,Pasir Ris MRT,"3,5,6,89",MS LIZA BTE RAHMAT,MADAM HENG WEI SHAN,MADAM THILAGAMANI D/O T SIVANANDAM,na,na,na,na,PASIR RIS,EAST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL
PASIR RIS SECONDARY SCHOOL,https://pasirrissec.moe.edu.sg,390 TAMPINES STREET 21   ,529400,65010800,65010855,65010900,na,PRSS@MOE.EDU.SG,"TAMPINES MRT, TAMPINES EAST MRT,  TAMPINES WEST MRT","3, 4, 8, 10, 15, 18, 19, 20, 21, 22, 23, 27, 28, 29, 31, 37, 38, 39, 46, 65, 67, 68, 69, 72, 81, 127, 129, 168, 291, 292, 293, 298, 969",MADAM GRACE TAN BEE SIM,MS S SANTHA D/O SUKUMARAN,MADAM LEE BENG CHOO,na,na,na,na,TAMPINES,EAST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY (S1-S5),No,No,No,No,CHINESE,MALAY,TAMIL
PAYA LEBAR METHODIST GIRLS' SCHOOL (PRIMARY),http://www.payalebarmethodistgirlspri.moe.edu.sg/,298 LORONG AH SOO   ,536741,62862795,na,62803915,na,PLMGPS@MOE.EDU.SG,"Kovan (NE13), Serangoon(NE12/CC13)","45, 53, 53M, 62, 113",MRS MRS JOYCE ANG,MADAM TANG WAI YUE,MRS ESTHER SEE-LING SZENGEN,na,na,na,na,HOUGANG,EAST,GOVERNMENT-AIDED SCH,GIRLS' SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL
PAYA LEBAR METHODIST GIRLS' SCHOOL (SECONDARY),http://www.plmgss.moe.edu.sg,296 LOR AH SOO   ,536742,62816606,na,63820558,na,PLMGSS@MOE.EDU.SG,"KOVAN MRT, SERANGOON MRT","45, 53, 53M, 62, 113",MISS NG AMY,MADAM TAN MAY LIN SELINA,MS TOH SUSAN,MR NING TAU YEE,na,na,na,HOUGANG,EAST,GOVERNMENT-AIDED SCH,GIRLS' SCHOOL,SINGLE SESSION,SECONDARY (S1-S5),No,Yes,No,No,CHINESE,MALAY,TAMIL
PEI CHUN PUBLIC SCHOOL,http://www.peichunpublic.moe.edu.sg,16 LORONG 7 TOA PAYOH   ,319320,63539450,na,63538418,na,PCPS@MOE.EDU.SG,Toa Payoh MRT Station and Braddell MRT Station,"Bus Service 232, 57",MISS ONG LEE CHOO,MR LIM JIT HIN,MISS YANG JINGYU,MR REEVE SIM (SHEN GUANZE),na,na,na,TOA PAYOH,SOUTH,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,Yes,No,No,No,CHINESE,na,na
PEI HWA PRESBYTERIAN PRIMARY SCHOOL,http://www.peihwapresbyterianpri.moe.edu.sg/,7 PEI WAH AVENUE   ,597610,64663787,64663797,64621944,na,PHPPS@MOE.EDU.SG,Beauty World,"970, 852, 174, 173, 157, 77, 61",MRS ALLISON LIM,MR LEONG WEI MING CALEB,MADAM YONG MING WOEI CHLOE,na,na,na,na,BUKIT TIMAH,WEST,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,Yes,No,No,No,CHINESE,na,na
PEI HWA SECONDARY SCHOOL,http://www.peihwasec.moe.edu.sg,21 FERNVALE LINK   ,797702,65009580,na,63438326,na,peihwasec@moe.edu.sg,"SENGKANG MRT, LAYAR LRT","50, 70, 86, 103, 163, 854",MR MOHD AZHAR B TERIMO,MRS MICHELLE RAJARATHNAM,MR OW WENG KEONG,na,na,na,na,SENG KANG,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY (S1-S5),No,No,No,No,CHINESE,MALAY,TAMIL
PEI TONG PRIMARY SCHOOL,http://www.peitongpri.moe.edu.sg/,15 CLEMENTI AVENUE 5   ,129857,67775458,na,67789784,na,PTPS@MOE.EDU.SG,Clementi,"7, 184, 282",MRS ONG-CHEW LU SEE,MR JASON WONG QI HUA,MR MOHAMED YAZEED BIN MOHAMED SAID,MR KOH SEE CHOON,na,na,na,CLEMENTI,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL
PEICAI SECONDARY SCHOOL,http://www.peicaisec.moe.edu.sg,10 SERANGOON AVENUE 4   ,556094,62021260,na,na,na,PEICAI_SS@MOE.EDU.SG,SERANGOON MRT,"22, 24, 43, 53, 70, 76, 103, 109, 116, 147, 156, 315, 317, 853",MR MICHAEL MUHUNTHAN S/O SUBRAMANIAM,MADAM JESMINE CHUNG KAH MIN,MR SHUE PEI YAN,na,na,na,na,SERANGOON,SOUTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY (S1-S5),No,No,No,No,CHINESE,MALAY,TAMIL
PEIRCE SECONDARY SCHOOL,http://www.peircesec.moe.edu.sg,10 SIN MING WALK   ,575566,64576454,na,64576448,na,PEIRCE_SS@MOE.EDU.SG,"ANG MO KIO MRT, BISHAN MRT, MARYMOUNT MRT, BRIGHT HILL MRT","52, 132, 162, 163, 165, 166, 167, 410, 855, 980",MR KEH CHIN CHUAN BENEDICT,MR JIN SEBASTIAN,MS NG BOON MIN,MADAM PEH TZU FENG,na,na,na,BISHAN,SOUTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY (S1-S5),No,No,No,No,CHINESE,MALAY,TAMIL
PEIYING PRIMARY SCHOOL,http://www.peiyingpri.moe.edu.sg,651 YISHUN RING ROAD   ,768687,62575684,na,67558802,na,PYPS@MOE.EDU.SG,Khatib,"851, 852, 853, 854, 855",MADAM WONG WEI YONG,MR ABDUL RANI BIN IDRIS,MISS NG PEI SUN,na,na,na,na,YISHUN,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL
PIONEER PRIMARY SCHOOL,http://www.pioneerpri.moe.edu.sg,80 TENGAH GARDEN AVENUE   ,699915,67932039,na,67932040,na,PIONEER_PS@MOE.EDU.SG,Boon Lay Station,"219, 241",MADAM LOKE WAI LING,MR TAN HOCK CHYE CHARLES,MADAM WONG WEI YI,na,na,na,na,TENGAH,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL
POI CHING SCHOOL,http://www.poiching.moe.edu.sg,21 TAMPINES STREET 71   ,529067,67856420,na,67857198,na,POICHING_SCH@MOE.EDU.SG,Tampines MRT,"Bus 293, 72, 27 and 168",MADAM LIM TZYY SHIUAN,MISS CHAN JING JING,MRS TAN MEI LING IRENE MRS IRENE GOH HOCK NGUAN,na,na,na,na,TAMPINES,EAST,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,Yes,No,No,No,CHINESE,na,na
PRESBYTERIAN HIGH SCHOOL,http://www.presbyterian.moe.edu.sg,5209 ANG MO KIO AVENUE 6   ,569845,64543722,na,64543430,na,PRESBYTERIAN@MOE.EDU.SG,YIO CHU KANG MRT,"45, 70, 70M, 71, 76, 86, 668, 825, 851, 851e, 852, 853, 853M",MADAM ONG HUI MIIN ANGELINE,MR CHENG CHI EN,MR TAY SOON INN TIMOTHY,na,na,na,na,ANG MO KIO,SOUTH,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,SINGLE SESSION,SECONDARY (S1-S5),No,No,No,No,CHINESE,MALAY,TAMIL
PRINCESS ELIZABETH PRIMARY SCHOOL,http://www.princesselizabethpri.moe.edu.sg,30 BUKIT BATOK WEST AVENUE 3   ,659163,65655111,na,65637859,na,PEPS@MOE.EDU.SG,Bukit Batok MRT Station,"Bus 174, 157, 178, 66, 941",MR BUCKTHA SEELAN,MADAM CHU SING EE,MISS NGIAM WEE HENG,MISS TOH CUI LIN,na,na,na,BUKIT BATOK,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL
PUNGGOL COVE PRIMARY SCHOOL,https://punggolcovepri.moe.edu.sg/,52 Sumang Walk   ,828674,63857339,na,63857261,na,punggolcove_ps@moe.edu.sg,Nibong LRT Station,"382W, 84",MADAM SEAH WHYE CHOO,MR ANDREW CHONG WENYI,MADAM CAI XIRUI,MISS CHNG SHI HUA,na,na,na,PUNGGOL,EAST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL
PUNGGOL GREEN PRIMARY SCHOOL,http://www.punggolgreenpri.moe.edu.sg,98 Punggol Walk   ,828772,65383011,na,65383210,na,admin_punggolgreen_ps@moe.edu.sg,Punggol MRT Station,"117, 117M, 119, 381, 382G, 666",MR HANAFI B ASMORE,MRS TAY CHAI HONG,MR JASBIR SINGH,MADAM CHRISTINA TEE SIEW PING,na,na,na,PUNGGOL,EAST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL
PUNGGOL PRIMARY SCHOOL,http://www.punggolpri.moe.edu.sg/,61 HOUGANG AVENUE 8   ,538787,63850762,na,63877793,na,PUNGGOL_PS@MOE.EDU.SG,"Hougang, Buangkok",62 74 88 113 147 325,MADAM NORLIZA BTE A RAHIM,MR GOH CHANG CHUEN,MADAM LIM HUI MEOW ANNIE,MISS USHA RANI HENRY,na,na,na,HOUGANG,SOUTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL
PUNGGOL SECONDARY SCHOOL,http://www.punggolsec.moe.edu.sg,51 EDGEFIELD PLAINS   ,828870,64897851,na,64897859,na,PUNGGOL_SS@MOE.EDU.SG,"PUNGGOL MRT, COVE LRT","3, 34, 62, 82, 83, 85, 136, 965, 386",MS TNG YA WEN VALERIE,MR ANITH KUMAR S/O NADESAN,MADAM GOH YEONG JING,MR NG CHEE KIANG,na,na,na,PUNGGOL,EAST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY (S1-S5),No,No,No,No,CHINESE,MALAY,TAMIL
PUNGGOL VIEW PRIMARY SCHOOL,http://www.punggolviewpri.moe.edu.sg,9 Punggol Place   ,828845,6570 1588,na,6570 3680,na,punggolview_ps@moe.edu.sg,Punggol MRT Station,50; 382,MR WONG KIN MUN,MDM DE SOUZA SANDRA ANNE,MADAM SHARIFAH SAMIRAH BTE SYED MOHAMAD,MR CHONG WEE MING,na,na,na,PUNGGOL,EAST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL
QIFA PRIMARY SCHOOL,http://www.qifapri.moe.edu.sg,50 WEST COAST AVENUE   ,128104,67783085,na,67761485,na,QIFA_PS@MOE.EDU.SG,Clementi MRT Station,"30,51,78,143,285,655",MRS CATHERINE CHIANG,MADAM CHOO SIEW HONG,MADAM NORAINI BTE MANSOOR,na,na,na,na,CLEMENTI,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL
QIHUA PRIMARY SCHOOL,http://www.qihuapri.moe.edu.sg,5 WOODLANDS STREET 81   ,738525,62696250,na,62693114,na,QIHUA_PS@MOE.EDU.SG,Woodlands MRT Station,"911, 900",MRS LEE HUI FENG,MR FOO CHUAN KAI,MISS NURUL SUHANA BINTE SULAIMAN,na,na,na,na,WOODLANDS,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL
QUEENSTOWN PRIMARY SCHOOL,http://www.queenstownpri.moe.edu.sg,310 MARGARET DR   ,149303,64741044,na,64713640,na,QTPS@MOE.EDU.SG,Queenstown MRT,"32, 111, 145, 195",MADAM LIM PEI LIN OLIVIA MRS OLIVIA CHEONG,MISS CHEW MAY,MR LOW KAY KIAT,na,na,na,na,QUEENSTOWN,SOUTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL
QUEENSTOWN SECONDARY SCHOOL,http://www.queenstownsec.moe.edu.sg,1 STRATHMORE ROAD   ,148800,64741055,na,64741295,na,QTSS@MOE.EDU.SG,"REDHILL MRT, QUEENSTOWN MRT","33, 51, 64, 111, 120, 139, 145, 186, 970",MR SIM HOW CHONG,MRS CHANG TECK HUI,MR TAN TAI HUAT,na,na,na,na,QUEENSTOWN,SOUTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY (S1-S5),No,No,No,No,CHINESE,MALAY,TAMIL
QUEENSWAY SECONDARY SCHOOL,http://www.queenswaysec.moe.edu.sg,2A MARGARET DRIVE   ,149295,64741421,na,64741302,na,QWSS@MOE.EDU.SG,"COMMONWEALTH MRT, QUEENSTOWN MRT","32, 51, 93, 100, 105, 111, 122, 123, 145, 147, 153, 186, 195, 196, 198, 855, 961, 970",MS CHEN LI YING AUDREY,MR TEO WEIHONG,MADAM V PRIYA RAJAN,na,na,na,na,QUEENSTOWN,SOUTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY (S1-S5),No,No,No,No,CHINESE,MALAY,TAMIL
RADIN MAS PRIMARY SCHOOL,http://www.radinmasps.moe.edu.sg,1 BUKIT PURMEI AVENUE   ,99840,62733937,na,62763083,na,RMPS@MOE.EDU.SG,Tiong Bahru MRT; HarbourFront MRT,"SBS 123, 123M, 131, 131M; SBS 65, 121, 195, 855",MADAM TAN SUN SUN,MADAM NG LI YI,MS GOH CHIU KENG,na,na,na,na,BUKIT MERAH,SOUTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL
RAFFLES GIRLS' PRIMARY SCHOOL,http://www.rafflesgirlspri.moe.edu.sg,21 Hillcrest Road   ,289072,64684377,na,64692024,na,RGPS@MOE.EDU.SG,TAN KAH KEE MRT STATION,"66, 67, 74, 151, 154, 156, 157, 170, 171, 174, 852, 961",MADAM ELAINE QUEK-LIM HWEE BIN,MISS KONG SU MAY,MISS SUJATHA PARAMATHAYALAN,MR LOH YUH POR,na,na,na,BUKIT TIMAH,SOUTH,GOVERNMENT SCHOOL,GIRLS' SCHOOL,SINGLE SESSION,PRIMARY,No,No,Yes,No,CHINESE,MALAY,TAMIL
RAFFLES GIRLS' SCHOOL (SECONDARY),http://www.rgs.edu.sg,2 BRADDELL RISE   ,318871,67371845,na,62353731,na,RGSS@MOE.EDU.SG,"BRADDELL MRT, CALDECOTT MRT","59, 93, 129, 156, 157, 163, 231, 232, 235",MADAM LIM HONG PENG,MS TAN HWEE MIAN MAY,MS YEO XIUTING VALERIE,MISS MAGDALENE SUEY,na,na,na,TOA PAYOH,SOUTH,INDEPENDENT SCHOOL,GIRLS' SCHOOL,SINGLE SESSION,SECONDARY (S1-S4),No,No,Yes,Yes,CHINESE,MALAY,TAMIL
RAFFLES INSTITUTION,http://www.ri.edu.sg,1 RAFFLES INSTITUTION LANE   ,575954,64199242,na,64199238,na,RAFFLES_INST@MOE.EDU.SG,"BISHAN MRT, MARYMOUNT MRT","410,13,50,52,53,54,55,56,57,58,59,71,74,88,93,128,130,132,156,157,162,163,165,166,167,851,852,855,980","MR LOH HONG OON, AARON",MR ANG PENG SIONG BRIAN LAGMAN,MR EDWARD NG,MS MELISSA LIM AI LIN,MS NG MEI SZE,TAN MENG FONG DESMOND,MISS SEE PEI LOO,BISHAN,SOUTH,INDEPENDENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,MIXED LEVEL (S1-JC2),No,No,Yes,Yes,CHINESE,MALAY,TAMIL
RED SWASTIKA SCHOOL,http://www.redswastika.moe.edu.sg,350 BEDOK NORTH AVENUE 3   ,469719,64430380,na,62448391,na,REDSWASTIKA@MOE.EDU.SG,Bedok Reservoir MRT,"Bus 14, 17, 28, 46, 66, 67, 69, 222, 228",MR LIM MENG WEI,MS ANGELA GOH BEE LIAN,MADAM ESTHER E TZY KWEI,MR TAN MENG KHIANG,na,na,na,BEDOK,EAST,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,Yes,No,No,No,CHINESE,na,na
REGENT SECONDARY SCHOOL,http://regentsec.moe.edu.sg,50 CHOA CHU KANG NORTH 5   ,689621,67653828,na,67653413,na,REGENT_SS@MOE.EDU.SG,"YEW TEE MRT, CHOA CHU KANG MRT","307, 160, 170, 178, 925, 927, 960, 961, 979",MADAM TAN SIEW HONG (MRS SNG),MISS NG TZE FANG,MR THANGARASU PUBALAN,na,na,na,na,CHOA CHU KANG,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY (S1-S5),No,No,No,No,CHINESE,MALAY,TAMIL
RIVER VALLEY HIGH SCHOOL,https://rivervalleyhigh.moe.edu.sg/,6 BOON LAY AVENUE   ,649961,65678115,na,65677351,na,RVHS@MOE.EDU.SG,"BOON LAY MRT, LAKESIDE MRT","99, 157, 172, 174, 174E, 198, 240, 502, 974",na,MS CHUA SHI QIAN,MR LAU WAI CHI ALVIN,MR NG HONG PENG,MR MICHAEL JOHN PETER LAU CHONG LUM,na,na,JURONG WEST,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,MIXED LEVEL (S1-JC2),Yes,Yes,No,Yes,CHINESE,na,na
RIVER VALLEY PRIMARY SCHOOL,http://www.rivervalleypri.moe.edu.sg,2 RIVER VALLEY GREEN   ,237993,67371785,na,67321951,na,RVPS@MOE.EDU.SG,Somerset MRT,"5, 16, 32, 54, 65, 75, 175, 970",MRS JENNIFER PANG CHEE CHYN,MRS LOH SOK HIANG JACQUELINE,MADAM NUR RASHIDAH BTE ABDUL RASHID,na,na,na,na,CENTRAL,SOUTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL
RIVERSIDE PRIMARY SCHOOL,http://www.riversidepri.moe.edu.sg,110 Woodlands Crescent   ,737803,63654490,na,63654460,na,riverside_ps@moe.edu.sg,Admiralty MRT Station,Bus No 913 and Bus No 964,MR TAN CHOON KHENG,MADAM KHOO PHAIK HOON REGINA,MRS RANUKA PALANIVELU,na,na,na,na,WOODLANDS,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL
RIVERSIDE SECONDARY SCHOOL,http://www.riversidesec.moe.edu.sg,3 WOODLANDS STREET 81   ,738524,62699631,na,63683677,na,RIVERSIDE_SS@MOE.EDU.SG,WOODLANDS MRT,"169, 858, 900, 900A, 903, 904, 911, 913, 964, 965, 969",MISS THAM YOKE CHUN,MR CHAN KOK TUNG TOM,MISS HUI AI LIN,na,na,na,na,WOODLANDS,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY (S1-S5),No,No,No,No,CHINESE,MALAY,TAMIL
UNITY PRIMARY SCHOOL,http://www.unitypri.moe.edu.sg,21 CHOA CHU KANG CRESCENT   ,688268,67676750,na,67676751,na,UNITY_PS@MOE.EDU.SG,Yew Tee MRT,TIBs 302,MRS LEE-KOH SIEW CHENG,MR SYAMSUL ANWAR BIN AWANG,MRS JASMINE TAN RODRIGO,na,na,na,na,CHOA CHU KANG,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL
RIVERVALE PRIMARY SCHOOL,http://www.rivervalepri.moe.edu.sg/,80 RIVERVALE DRIVE   ,545092,63887450,na,63887449,na,RIVERVALE_PS@MOE.EDU.SG,Nearest LRT Station : Rumbia,"Bus Service 86, 371.",MISS RADHA D/O G SUBRAMANIAM,MRS GOH SIEW LING MARIA,MR CHIA SENG CHIANG AARON,na,na,na,na,SENG KANG,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL
